bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_mean_ps,bidirectional_stddev_ps, bidirectional_max_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_ack_packets,src2dst_ack_packets,dst2src_ack_packets,label
40,10,1788,38,5,844,178.8,234.7957978,672,168.8,225.4222704,572,4.444444444,10.76000826,33,1,9.5,15.69500982,33,9,4,5,1
31,10,1788,29,5,844,178.8,234.7957978,672,168.8,225.4222704,572,3.444444444,7.384292639,23,0,7.25,10.59481005,23,9,4,5,1
35,10,1788,32,5,844,178.8,234.7957978,672,168.8,225.4222704,572,3.888888889,8.724168219,27,1,8,12.67543556,27,9,4,5,1
28,11,1854,27,5,844,168.5454545,225.3283665,672,168.8,225.4222704,572,2.8,6.425643072,21,2,6.75,9.5,21,10,5,5,1
28,10,1788,26,5,844,178.8,234.7957978,672,168.8,225.4222704,572,3.111111111,6.772083218,21,1,6.5,9.678154094,21,9,4,5,1
28,11,1854,26,5,844,168.5454545,225.3283665,672,168.8,225.4222704,572,2.8,6.795423296,22,1,6.5,10.34408043,22,10,5,5,1
34,10,1788,32,5,844,178.8,234.7957978,672,168.8,225.4222704,572,3.777777778,8.757536437,27,1,8,12.67543556,27,9,4,5,1
32,11,1854,30,5,844,168.5454545,225.3283665,672,168.8,225.4222704,572,3.2,7.020604596,23,2,7.5,10.34408043,23,10,5,5,1
44,10,1788,42,5,844,178.8,234.7957978,672,168.8,225.4222704,572,4.888888889,10.10500426,31,0,10.5,14.38749457,31,9,4,5,1
31,10,1788,29,5,844,178.8,234.7957978,672,168.8,225.4222704,572,3.444444444,7.350359024,23,1,7.25,10.53169819,23,9,4,5,1
27,10,1790,25,5,844,179,235.2629734,674,168.8,225.4222704,572,3,6.422616289,20,0,6.25,9.251126058,20,9,4,5,1
48,11,1856,46,5,844,168.7272727,225.7755925,674,168.8,225.4222704,572,4.8,12.04436244,39,2,11.5,18.33939294,39,10,5,5,1
32,10,1790,30,5,844,179,235.2629734,674,168.8,225.4222704,572,3.555555556,7.001983846,22,0,7.5,9.88264472,22,9,4,5,1
38,11,1856,36,5,844,168.7272727,225.7755925,674,168.8,225.4222704,572,3.8,9.271221902,30,1,9,14.02378931,30,10,5,5,1
29,10,1790,28,5,844,179,235.2629734,674,168.8,225.4222704,572,3.222222222,7.462871059,23,1,7,10.67707825,23,9,4,5,1
32,10,1790,29,5,844,179,235.2629734,674,168.8,225.4222704,572,3.555555556,6.635343079,21,1,7.25,9.251126058,21,9,4,5,1
30,10,1790,28,5,844,179,235.2629734,674,168.8,225.4222704,572,3.333333333,7.433034374,23,1,7,10.67707825,23,9,4,5,1
29,10,1790,27,5,844,179,235.2629734,674,168.8,225.4222704,572,3.222222222,6.704061787,21,1,6.75,9.53502316,21,9,4,5,1
40,10,1790,39,5,844,179,235.2629734,674,168.8,225.4222704,572,4.444444444,10.72510036,33,0,9.75,15.58578412,33,9,4,5,1
49,10,1790,47,5,844,179,235.2629734,674,168.8,225.4222704,572,5.444444444,9.540847854,25,0,11.75,12.6062154,25,9,4,5,1
30,11,1857,28,5,844,168.8181818,225.9994771,675,168.8,225.4222704,572,3,7.423685817,24,1,7,11.34313302,24,10,5,5,1
28,10,1791,26,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.111111111,7.131697632,22,1,6.5,10.34408043,22,9,4,5,1
32,10,1791,29,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.555555556,7.763876466,24,0,7.25,11.29527925,24,9,4,5,1
27,10,1791,26,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3,6.782329983,21,1,6.5,9.712534856,21,9,4,5,1
84,10,1791,82,5,844,179.1,235.4968507,675,168.8,225.4222704,572,9.333333333,18.22086716,52,0,20.5,24.90649179,53,9,4,5,1
29,10,1791,27,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.222222222,6.359594676,20,2,6.75,8.845903006,20,9,4,5,1
29,10,1791,28,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.222222222,7.049428661,22,1,7,10.03327796,22,9,4,5,1
32,10,1791,31,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.555555556,7.699206308,24,1,7.75,10.90489187,24,9,4,5,1
37,10,1791,35,5,844,179.1,235.4968507,675,168.8,225.4222704,572,4.111111111,9.739666889,30,1,8.75,14.19800455,30,9,4,5,1
23,8,1742,33,5,886,179.1,235.4968507,686,168.8,225.4222704,572,2.3,9.03838211,23,2,7.9,12.776022,22,9,5,5,1
29,10,1791,24,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.222222222,6.49572509,20,1,6,9.345230513,20,9,4,5,1
28,10,1791,26,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.111111111,7.131697632,22,1,6.5,10.34408043,22,9,4,5,1
66,10,1791,63,5,844,179.1,235.4968507,675,168.8,225.4222704,572,7.333333333,12.41974235,36,2,15.75,18.40968948,40,9,4,5,1
46,10,1791,38,5,844,179.1,235.4968507,675,168.8,225.4222704,572,5.111111111,8.130873945,24,1,9.5,10.66145706,24,9,4,5,1
33,11,1857,28,5,844,168.8181818,225.9994771,675,168.8,225.4222704,572,3.3,7.087547766,23,1,7,10.67707825,23,10,5,5,1
30,10,1791,28,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.333333333,7.416198487,23,1,7,10.67707825,23,9,4,5,1
27,10,1791,25,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3,6.800735254,21,0,6.25,9.912113801,21,9,4,5,1
35,10,1791,33,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.888888889,9.453100608,29,0,8.25,13.86542462,29,9,4,5,1
34,10,1791,32,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.777777778,8.743251366,27,1,8,12.67543556,27,9,4,5,1
30,10,1791,28,5,844,179.1,235.4968507,675,168.8,225.4222704,572,3.333333333,7.794228634,24,1,7,11.34313302,24,9,4,5,1
34,10,1793,32,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.777777778,9.483904494,29,0,8,14.02378931,29,9,4,5,1
30,11,1859,28,5,844,169,226.4477865,677,168.8,225.4222704,572,3,6.71648056,22,1,7,10.03327796,22,10,5,5,1
33,10,1793,31,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.666666667,8.062257748,25,1,7.75,11.52894907,25,9,4,5,1
45,10,1793,42,5,844,179.3,235.965181,677,168.8,225.4222704,572,5,9.823441352,31,2,10.5,13.77195217,31,9,4,5,1
37,11,1859,35,5,844,169,226.4477865,677,168.8,225.4222704,572,3.7,7.257945837,22,1,8.75,10.0124922,22,10,5,5,1
31,10,1793,29,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.444444444,7.763876466,24,0,7.25,11.29527925,24,9,4,5,1
33,10,1793,29,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.666666667,7.348469228,23,1,7.25,10.53169819,23,9,4,5,1
32,10,1793,30,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.555555556,7.715424666,24,0,7.5,11.12055155,24,9,4,5,1
35,8,1663,23,4,656,207.875,274.3253738,801,164,190.7039591,550,7.85714286,6.94829983,26,1,6.33333333,6.86323466,21,10,5,5,1
37,10,1793,35,5,844,179.3,235.965181,677,168.8,225.4222704,572,4.111111111,9.360080721,29,1,8.75,13.52466882,29,9,4,5,1
33,10,1793,27,5,844,179.3,235.965181,677,168.8,225.4222704,572,12.55555556,22.95163998,22,2,17.75,9.57899029,32,9,4,5,1
34,10,1793,32,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.777777778,8.378212485,26,0,8,12.11060142,26,9,4,5,1
32,10,1793,30,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.555555556,8.094922963,25,1,7.5,11.67618659,25,9,4,5,1
20,10,1793,28,5,844,179.3,235.965181,677,168.8,225.4222704,572,13.33333333,6.26982217,21,2,9.5,5.7246064,20,9,4,5,1
31,8,1692,30,4,656,211.5,283.3266666,830,164,190.7039591,450,4.42857143,105.5949133,28,1,13,7.2482114,28,7,3,4,1
28,11,1859,26,5,844,169,226.4477865,677,168.8,225.4222704,572,2.8,6.425643072,21,1,6.5,9.678154094,21,10,5,5,1
34,11,1859,32,5,844,169,226.4477865,677,168.8,225.4222704,572,3.4,7.974960815,26,2,8,12,26,10,5,5,1
33,10,1793,31,5,844,179.3,235.965181,677,168.8,225.4222704,572,3.666666667,8.411301921,26,0,7.75,12.23042654,26,9,4,5,1
37,10,1793,36,5,844,179.3,235.965181,677,168.8,225.4222704,572,4.111111111,9.006170724,28,1,9,12.72792206,28,9,4,5,1
40,10,1793,39,5,844,179.3,235.965181,677,168.8,225.4222704,572,4.444444444,9.670976051,30,0,9.75,13.72042273,30,9,4,5,1
21,10,1762,20,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.333333333,5.522680509,17,0,5,8.041558721,17,9,4,5,1
23,11,1828,21,5,831,166.1818182,220.0967143,659,166.2,219.6091984,559,2.3,5.558776844,18,1,5.25,8.5,18,10,5,5,1
22,11,1828,21,5,831,166.1818182,220.0967143,659,166.2,219.6091984,559,2.2,5.245103537,17,1,5.25,7.847504911,17,10,5,5,1
20,11,1828,18,5,831,166.1818182,220.0967143,659,166.2,219.6091984,559,2,4.294699576,14,1,4.5,6.350852961,14,10,5,5,1
18,11,1713,17,5,698,155.7272727,203.5898283,677,139.6,160.1399388,426,1.8,4.66190233,15,0,4.25,7.182153809,15,10,5,5,1
20,10,1762,19,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.222222222,5.562773089,17,0,4.75,8.180260795,17,9,4,5,1
22,10,1762,21,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.444444444,5.1261855,16,1,5.25,7.228416147,16,9,4,5,1
20,10,1762,19,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.222222222,5.562773089,17,0,4.75,8.180260795,17,9,4,5,1
25,10,1762,23,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.777777778,6.139580152,19,1,5.75,8.845903006,19,9,4,5,1
25,10,1762,23,5,831,176.2,229.3434106,659,166.2,219.6091984,559,2.777777778,6.119186584,19,1,5.75,8.845903006,19,9,4,5,1
23,11,1830,22,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,2.3,5.25039681,17,1,5.5,7.724420151,17,10,5,5,1
24,10,1764,22,5,831,176.4,229.8116137,661,166.2,219.6091984,559,2.666666667,5.074445783,16,0,5.5,7.187952884,16,9,4,5,1
33,11,1830,29,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,3.3,4.643992535,14,1,7.25,5.377421935,14,10,5,5,1
20,11,1830,17,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,2,4.320493799,14,0,4.25,6.551081336,14,10,5,5,1
25,10,1764,23,5,831,176.4,229.8116137,661,166.2,219.6091984,559,2.777777778,6.49572509,20,0,5.75,9.53502316,20,9,4,5,1
25,11,1830,24,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,2.5,6.519202405,21,0,6,10.03327796,21,10,5,5,1
23,10,1764,21,5,831,176.4,229.8116137,661,166.2,219.6091984,559,2.555555556,5.833333333,18,0,5.25,8.539125638,18,9,4,5,1
21,11,1830,19,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,2.1,4.581363213,15,1,4.75,6.849574196,15,10,5,5,1
22,10,1764,20,5,831,176.4,229.8116137,661,166.2,219.6091984,559,2.444444444,5.1261855,16,1,5,7.348469228,16,9,4,5,1
21,11,1830,19,5,831,166.3636364,220.5449037,661,166.2,219.6091984,559,2.1,4.931756505,16,1,4.75,7.5,16,10,5,5,1
32,11,1832,30,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,3.2,8.052604824,26,1,7.5,12.34233905,26,10,5,5,1
32,10,1766,30,5,831,176.6,230.2806018,663,166.2,219.6091984,559,3.555555556,6.578584785,21,1,7.5,9.146948489,21,9,4,5,1
29,11,1832,27,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,2.9,7.093815773,23,1,6.75,10.84358489,23,10,5,5,1
39,11,1832,37,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,3.9,9.30292666,30,1,9.25,13.96125591,30,10,5,5,1
34,11,1832,32,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,3.4,7.974960815,26,1,8,12.08304597,26,10,5,5,1
30,10,1766,28,5,831,176.6,230.2806018,663,166.2,219.6091984,559,3.333333333,7.778174593,24,1,7,11.34313302,24,9,4,5,1
29,10,1766,27,5,831,176.6,230.2806018,663,166.2,219.6091984,559,3.222222222,7.084803769,22,0,6.75,10.24288371,22,9,4,5,1
36,11,1832,34,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,3.6,9.651712571,31,0,8.5,15.02220579,31,10,5,5,1
30,10,1766,28,5,831,176.6,230.2806018,663,166.2,219.6091984,559,11.11111111,8.41898997,35,1,7.5,8.16068081,25,9,4,5,1
36,11,1832,22,5,831,166.5454545,220.9938296,663,166.2,219.6091984,559,8.6,15.32753514,26,1,8.5,20.69621544,27,10,5,5,1
30,11,1870,28,5,861,170,228.1898333,671,172.2,233.0240331,589,9,13.28323923,33,2,22,13.68697678,33,10,5,5,1
33,10,1804,42,5,861,180.4,237.769356,671,172.2,233.0240331,589,15.88888889,9.93093903,28,1,3.5,9.20459157,28,9,4,5,1
33,10,1804,31,5,861,180.4,237.769356,671,172.2,233.0240331,589,3.666666667,8.04673847,25,1,7.75,11.52894907,25,9,4,5,1
39,10,1804,37,5,861,180.4,237.769356,671,172.2,233.0240331,589,4.333333333,10.02496883,31,2,9.25,14.5,31,9,4,5,1
48,10,1804,45,5,861,180.4,237.769356,671,172.2,233.0240331,589,5.333333333,11.93733639,37,0,11.25,17.26991604,37,9,4,5,1
69,12,1954,64,6,945,162.8333333,221.7602445,671,157.5,217.7849857,602,6.272727273,15.31072114,52,0,12.8,22.02725584,52,11,5,6,1
38,8,1709,36,4,656,213.625,288.6421103,847,164,190.7039591,450,26.85714286,7.85449729,37,1,6.3,8.89881889,34,10,5,5,1
46,10,1804,43,4,795,180.4,237.769356,671,198.75,260.1939981,589,5.111111111,12.35358697,38,2,14.33333333,20.50203242,38,9,5,4,1
33,10,1804,32,5,861,180.4,237.769356,671,172.2,233.0240331,589,3.666666667,8.774964387,27,0,8,12.72792206,27,9,4,5,1
97,11,1870,95,5,861,170,228.1898333,671,172.2,233.0240331,589,9.7,19.45964485,57,1,23.75,27.12163958,58,10,5,5,1
21,10,1793,20,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.333333333,5.522680509,17,1,5,8,17,9,4,5,1
23,10,1793,22,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.555555556,6.207074817,19,0,5.5,9.036961141,19,9,4,5,1
20,10,1793,19,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.222222222,4.841946349,15,1,4.75,6.849574196,15,9,4,5,1
21,10,1793,19,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.333333333,5.196152423,16,0,4.75,7.544313532,16,9,4,5,1
30,10,1793,17,5,858,179.3,235.3645163,663,171.6,231.6825414,586,3.333333333,5.787918451,14,0,4.25,6.551081336,14,9,4,5,1
19,10,1793,18,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.111111111,4.859126579,15,1,4.5,7,15,9,4,5,1
18,11,1859,17,5,858,169,225.8844838,663,171.6,231.6825414,586,1.8,4.66190233,15,0,4.25,7.182153809,15,10,5,5,1
23,10,1793,21,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.555555556,5.833333333,18,1,5.25,8.5,18,9,4,5,1
20,10,1793,19,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.222222222,5.562773089,17,0,4.75,8.180260795,17,9,4,5,1
22,10,1793,21,5,858,179.3,235.3645163,663,171.6,231.6825414,586,2.444444444,5.479760741,17,0,5.25,7.889866919,17,9,4,5,1
17,10,1798,17,5,859,179.8,236.470717,667,171.8,232.1297051,587,1.888888889,4.935697632,15,0,4.25,7.182153809,15,9,4,5,1
19,10,1798,17,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.111111111,4.88478363,15,0,4.25,7.182153809,15,9,4,5,1
22,10,1798,21,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.444444444,5.15051238,16,0,5.25,7.365459931,16,9,4,5,1
30,8,1681,29,4,656,210.125,279.902247,819,164,190.7039591,450,4.28571429,9.52803349,18,1,3.3,4.909292285,12,9,5,4,1
20,10,1798,18,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.222222222,4.841946349,15,1,4.5,7,15,9,4,5,1
24,10,1798,22,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.666666667,4.387482194,14,1,5.5,5.916079783,14,9,4,5,1
22,10,1798,21,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.444444444,5.479760741,17,0,5.25,7.889866919,17,9,4,5,1
19,10,1798,18,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.111111111,5.230784942,16,0,4.5,7.681145748,16,9,4,5,1
22,10,1798,21,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.444444444,5.85472269,18,0,5.25,8.539125638,18,9,4,5,1
19,10,1798,18,5,859,179.8,236.470717,667,171.8,232.1297051,587,2.111111111,4.51232879,14,0,4.5,6.403124237,14,9,4,5,1
34,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,7.644896627,24,0,8,10.95445115,24,9,4,5,1
33,10,1864,31,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.666666667,6.576473219,21,0,7.75,9.178779875,21,9,4,5,1
93,10,1864,91,5,881,186.4,250.7855215,711,176.2,241.9673532,609,10.33333333,27.27178029,83,0,22.75,40.21919111,83,9,4,5,1
34,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,8.378212485,26,0,8,12.08304597,26,9,4,5,1
32,10,1864,30,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.555555556,8.442616761,26,1,7.5,12.34233905,26,9,4,5,1
33,10,1864,31,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.666666667,8.077747211,25,1,7.75,11.52894907,25,9,4,5,1
34,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,7.276293318,23,1,8,10.23067284,23,9,4,5,1
31,10,1864,29,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.444444444,7.367345368,23,1,7.25,10.53169819,23,9,4,5,1
37,11,1930,34,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.7,7.930952024,26,1,8.5,11.78982612,26,10,5,5,1
39,10,1864,36,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.333333333,7.858116823,25,1,9,11.10555417,25,9,4,5,1
34,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,8.378212485,26,2,8,12,26,9,4,5,1
30,10,1864,28,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.333333333,7.778174593,24,1,7,11.34313302,24,9,4,5,1
33,10,1864,31,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.666666667,8.062257748,25,1,7.75,11.52894907,25,9,4,5,1
34,10,1864,31,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,8.407998837,26,1,7.75,12.17579566,26,9,4,5,1
33,10,1864,30,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.666666667,7.697402159,24,0,7.5,11.09053651,24,9,4,5,1
29,11,1930,27,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,2.9,7.093815773,23,1,6.75,10.84358489,23,10,5,5,1
34,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.777777778,9.483904494,29,1,8,14,29,9,4,5,1
38,10,1864,35,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.222222222,9.731107051,30,1,8.75,14.17450763,30,9,4,5,1
32,10,1864,31,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.555555556,8.442616761,26,0,7.75,12.23042654,26,9,4,5,1
34,11,1930,32,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.4,8.329332373,27,1,8,12.67543556,27,10,5,5,1
32,11,1930,28,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.2,7.067924416,23,1,7,10.67707825,23,10,5,5,1
32,10,1864,30,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.555555556,7.401201104,23,0,7.5,10.53565375,23,9,4,5,1
36,10,1864,34,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4,9.772410143,30,0,8.5,14.36430762,30,9,4,5,1
35,10,1864,33,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.888888889,9.07530226,28,0,8.25,13.22560648,28,9,4,5,1
37,10,1864,35,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.111111111,9.360080721,29,1,8.75,13.52466882,29,9,4,5,1
35,10,1864,32,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.888888889,9.08906547,28,1,8,13.34166406,28,9,4,5,1
36,11,1930,34,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.6,8.959166628,29,1,8.5,13.67479433,29,10,5,5,1
32,10,1864,30,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.555555556,7.699206308,24,2,7.5,11,24,9,4,5,1
99,10,1864,87,5,881,186.4,250.7855215,711,176.2,241.9673532,609,11,26.89330772,82,0,21.75,40.18602576,82,9,4,5,1
28,10,1864,26,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.111111111,7.114148657,22,1,6.5,10.34408043,22,9,4,5,1
38,11,1930,37,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.8,9.247221805,30,2,9.25,13.84136313,30,10,5,5,1
29,9,1729,54,3,882,161.2857143,225.2553582,844,160.6666667,219.4295635,609,3.5,5.345933034,35,1,27,36.76955262,32,10,5,5,1
39,10,1640,34,3,790,174.2857143,304.0360254,844,196.6666667,219.4295635,609,3.983333333,6.788053231,29,3,17,7.636753237,30,10,5,5,1
42,10,1864,40,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.666666667,11.04536102,34,1,10,16.02081979,34,9,4,5,1
69,10,1864,67,5,881,186.4,250.7855215,711,176.2,241.9673532,609,7.666666667,19.6468827,60,0,16.75,28.88338623,60,9,4,5,1
66,10,1864,63,5,881,186.4,250.7855215,711,176.2,241.9673532,609,7.333333333,18.2825053,56,0,15.75,26.88710967,56,9,4,5,1
40,10,1864,33,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.444444444,9.08448005,28,0,8.25,13.22560648,28,9,4,5,1
44,10,1864,41,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.888888889,11.34068389,35,0,10.25,16.58061117,35,9,4,5,1
76,10,1864,74,5,881,186.4,250.7855215,711,176.2,241.9673532,609,8.444444444,21.97789293,67,0,18.5,32.37797605,67,9,4,5,1
51,11,1930,47,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,5.1,12.34188892,40,1,11.75,18.85691739,40,10,5,5,1
23,10,1864,21,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.555555556,5.833333333,18,0,5.25,8.539125638,18,9,4,5,1
41,10,1864,38,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.555555556,9.988882709,31,1,9.5,14.36430762,31,9,4,5,1
32,8,1614,34,4,890,230.5714286,265.3815934,818,196.6666667,219.4295635,450,7,9.14103636,35,1,4.7,4.242640687,37,9,4,5,1
22,10,1864,20,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.444444444,5.502524673,17,0,5,8.041558721,17,9,4,5,1
51,10,1864,49,5,881,186.4,250.7855215,711,176.2,241.9673532,609,5.666666667,11.34680572,35,0,12.25,15.86137867,35,9,4,5,1
38,11,1930,36,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,3.8,9.247221805,30,1,9,14.02378931,30,10,5,5,1
19,10,1864,17,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.539946157,14,0,4.25,6.551081336,14,9,4,5,1
42,10,1864,38,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.666666667,10.31988372,32,1,9.5,15.02220579,32,9,4,5,1
93,12,2014,89,6,965,167.8333333,233.7196585,711,160.8333333,225.9490356,622,8.454545455,22.17820388,75,0,17.8,32.21335127,75,11,5,6,1
110,12,2014,108,6,965,167.8333333,233.7196585,711,160.8333333,225.9490356,622,10,13.19090596,37,0,21.6,30.28696089,68,11,5,6,1
21,10,1864,20,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.333333333,5.14781507,16,1,5,7.348469228,16,9,4,5,1
22,10,1864,21,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.444444444,5.85472269,18,1,5.25,8.5,18,9,4,5,1
21,10,1864,19,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.333333333,4.82182538,15,1,4.75,6.849574196,15,9,4,5,1
19,10,1864,17,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.51232879,14,1,4.25,6.5,14,9,4,5,1
22,11,1930,21,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,2.2,5.223876806,17,1,5.25,7.847504911,17,10,5,5,1
19,10,1864,18,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.859126579,15,1,4.5,7,15,9,4,5,1
19,10,1864,18,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.859126579,15,1,4.5,7,15,9,4,5,1
19,10,1864,18,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.51232879,14,1,4.5,6.350852961,14,9,4,5,1
18,10,1864,17,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2,4.527692569,14,0,4.25,6.551081336,14,9,4,5,1
20,10,1864,19,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.222222222,5.190803834,16,0,4.75,7.544313532,16,9,4,5,1
21,10,1864,20,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.333333333,4.847679857,15,0,5,6.782329983,15,9,4,5,1
20,10,1864,19,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.222222222,4.816061092,15,0,4.75,6.898067362,15,9,4,5,1
22,10,1864,20,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.444444444,5.502524673,17,1,5,8,17,9,4,5,1
30,10,1864,19,5,881,186.4,250.7855215,711,176.2,241.9673532,609,3.333333333,5.590169944,15,0,4.75,6.898067362,15,9,4,5,1
24,10,1864,22,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.666666667,4.242640687,11,0,5.5,5.322906474,11,9,4,5,1
27,11,1930,24,5,881,175.4545455,240.669634,711,176.2,241.9673532,609,2.7,4.595891885,15,1,6,6.218252702,15,10,5,5,1
21,10,1864,20,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.333333333,5.522680509,17,1,5,8,17,9,4,5,1
18,10,1864,18,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2,4.898979486,15,1,4.5,7,15,9,4,5,1
24,10,1864,22,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.666666667,5.787918451,18,1,5.5,8.346656017,18,9,4,5,1
19,10,1864,17,5,881,186.4,250.7855215,711,176.2,241.9673532,609,2.111111111,4.51232879,14,1,4.25,6.5,14,9,4,5,1
36,10,1864,33,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4,8.306623863,26,0,8.25,11.95477589,26,9,4,5,1
42,10,1864,33,5,881,186.4,250.7855215,711,176.2,241.9673532,609,4.666666667,9.219544457,28,0,8.25,13.27591805,28,9,4,5,1
